tid,target_chembl_id,target_pref_name,target_type,assay_id,assay_chembl_id,assay_description,assay_type,assay_type_desc,assay_test_type,assay_category_chembl,bao_format,bao_label,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,variant_id,variant_mutation,variant_accession,variant_isoform,confidence_score,confidence_desc,relationship_type,relationship_desc,src_id,src_short_name,src_assay_id,doc_chembl_id,doc_year,doc_journal,pubmed_id,doi,doc_title,assay_parameters,n_assay_parameters,assay_classifications,n_assay_classifications,n_activities,n_activities_with_pchembl,n_distinct_compounds,standard_types,activity_comments,n_activity_comments,assay_category,classification_confidence,classification_reason,review_required,classification_method,llm_category,llm_confidence,llm_evidence,llm_reasoning,llm_evidence_verified,llm_error,final_category,final_confidence,final_method,final_review_required
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,935337,CHEMBL2318648,Induction of human pancreatic glucokinase activity assessed as maximal reaction rate at 5 mM glucose concentration,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,524152,CHEMBL2311350,2013,Bioorg Med Chem Lett,23218712,10.1016/j.bmcl.2012.11.018,Discovery of a novel phenylethyl benzamide glucokinase activator for the treatment of type 2 diabetes mellitus.,,0,,0,1,0,1,Vmax:1,,0,GCK 激活,high,描述命中激活类措辞：「Induction of human pancreatic glucokinase activity assessed as maximal reaction rate at 5 mM glucose concentra…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,935338,CHEMBL2318649,Induction of human pancreatic glucokinase activity at 5 mM glucose concentration,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,524150,CHEMBL2311350,2013,Bioorg Med Chem Lett,23218712,10.1016/j.bmcl.2012.11.018,Discovery of a novel phenylethyl benzamide glucokinase activator for the treatment of type 2 diabetes mellitus.,,0,,0,28,28,28,EC50:28,,0,GCK 激活,high,描述命中激活类措辞：「Induction of human pancreatic glucokinase activity at 5 mM glucose concentration」；standard_type 与描述一致（EC50:28→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,935339,CHEMBL2318650,Induction of human pancreatic glucokinase activity assessed as half maximal saturation concentration of glucose at 5 mM glucose concentration,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,524151,CHEMBL2311350,2013,Bioorg Med Chem Lett,23218712,10.1016/j.bmcl.2012.11.018,Discovery of a novel phenylethyl benzamide glucokinase activator for the treatment of type 2 diabetes mellitus.,,0,,0,1,0,1,Activity:1,,0,GCK 激活,high,描述命中激活类措辞：「Induction of human pancreatic glucokinase activity assessed as half maximal saturation concentration of glucos…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,946895,CHEMBL2346006,Activation of human recombinant glucokinase using glucose as substrate,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,557281,CHEMBL2331552,2013,ACS Med Chem Lett,24900686,10.1021/ml400027y,"Identification of RO4597014, a Glucokinase Activator Studied in the Clinic for the Treatment of Type 2 Diabetes.",,0,,0,1,0,1,Activity:1,"[{""comment"": ""Dose-dependent effect"", ""n"": 1}]",1,GCK 激活,high,描述命中激活类措辞：「Activation of human recombinant glucokinase using glucose as substrate」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,946899,CHEMBL2346010,Activation of glucokinase (unknown origin) using glucose as substrate assessed as stimulation concentration required to achieve 150% activity relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,557268,CHEMBL2331552,2013,ACS Med Chem Lett,24900686,10.1021/ml400027y,"Identification of RO4597014, a Glucokinase Activator Studied in the Clinic for the Treatment of Type 2 Diabetes.",,0,,0,21,0,21,Activity:21,,0,GCK 激活,high,描述命中激活类措辞：「Activation of glucokinase (unknown origin) using glucose as substrate…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,951810,CHEMBL2353000,Activation of glucokinase (unknown origin) relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,565106,CHEMBL2346600,2013,Bioorg Med Chem Lett,23434031,10.1016/j.bmcl.2013.01.093,"Design, synthesis and SAR of novel glucokinase activators.",,0,,0,48,0,48,%max:48,,0,GCK 激活,high,描述命中激活类措辞：「Activation of glucokinase (unknown origin) relative to control」；standard_type 与描述一致（%max:48→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,951811,CHEMBL2353001,Activation of glucokinase (unknown origin),B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,565105,CHEMBL2346600,2013,Bioorg Med Chem Lett,23434031,10.1016/j.bmcl.2013.01.093,"Design, synthesis and SAR of novel glucokinase activators.",,0,,0,51,48,51,EC50:51,,0,GCK 激活,high,描述命中激活类措辞：「Activation of glucokinase (unknown origin)」；standard_type 与描述一致（EC50:51→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,972466,CHEMBL2412836,Allosteric activation of recombinant wild-type human pancreatic glucokinase expressed in Escherichia coli K-12 assessed as increase in glucose Vmax by enzyme-kinetic study in presence of 200 mM glucose,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,585065,CHEMBL2406951,2013,ACS Med Chem Lett,24294411,10.1021/ml400061x,Small-Molecule Allosteric Activation of Human Glucokinase in the Absence of Glucose.,,0,,0,3,0,3,Activity:3,,0,GCK 激活,high,描述命中激活类措辞：「Allosteric activation of recombinant wild-type human pancreatic glucokinase expre…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,972467,CHEMBL2412837,Allosteric activation of recombinant wild-type human pancreatic glucokinase expressed in Escherichia coli K-12 assessed as increase in glucose kcat by enzyme-kinetic study in presence of 200 mM glucose,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,585064,CHEMBL2406951,2013,ACS Med Chem Lett,24294411,10.1021/ml400061x,Small-Molecule Allosteric Activation of Human Glucokinase in the Absence of Glucose.,,0,,0,3,0,3,Activity:3,,0,GCK 激活,high,描述命中激活类措辞：「Allosteric activation of recombinant wild-type human pancreatic glucokinase expre…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,972468,CHEMBL2412838,Binding affinity to recombinant wild-type human pancreatic glucokinase expressed in Escherichia coli K-12 at 11 uM by isothermal titration calorimetry in presence of 200 mM glucose,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,585063,CHEMBL2406951,2013,ACS Med Chem Lett,24294411,10.1021/ml400061x,Small-Molecule Allosteric Activation of Human Glucokinase in the Absence of Glucose.,,0,,0,1,1,1,Kd:1,,0,GCK 结合,high,描述命中结合类措辞：「Binding affinity to recombinant wild-type human pancreatic glucokinase expre…」；standard_type 与描述一致（Kd:1→结合）,FALSE,rule,,,,,,,GCK 结合,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,972469,CHEMBL2412839,Binding affinity to recombinant wild-type human pancreatic glucokinase expressed in Escherichia coli K-12 at 100 uM by isothermal titration calorimetry in presence of 200 mM glucose,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,585062,CHEMBL2406951,2013,ACS Med Chem Lett,24294411,10.1021/ml400061x,Small-Molecule Allosteric Activation of Human Glucokinase in the Absence of Glucose.,,0,,0,1,1,1,Kd:1,,0,GCK 结合,high,描述命中结合类措辞：「Binding affinity to recombinant wild-type human pancreatic glucokinase expre…」；standard_type 与描述一致（Kd:1→结合）,FALSE,rule,,,,,,,GCK 结合,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,972470,CHEMBL2412840,Allosteric activation of recombinant wild-type human pancreatic glucokinase expressed in Escherichia coli K-12 assessed as reduction in transition time at 20 uM by spectrophotometry in absence of glucose,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,584997,CHEMBL2406951,2013,ACS Med Chem Lett,24294411,10.1021/ml400061x,Small-Molecule Allosteric Activation of Human Glucokinase in the Absence of Glucose.,,0,,0,3,0,3,Activity:3,,0,GCK 激活,high,描述命中激活类措辞：「Allosteric activation of recombinant wild-type human pancreatic glucokinase expre…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,972471,CHEMBL2412841,Allosteric activation of recombinant wild-type human pancreatic glucokinase expressed in Escherichia coli K-12 assessed as reduction in lag of transient-state enzyme progress curve by spectrophotometry in absence of glucose,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,584996,CHEMBL2406951,2013,ACS Med Chem Lett,24294411,10.1021/ml400061x,Small-Molecule Allosteric Activation of Human Glucokinase in the Absence of Glucose.,,0,,0,1,0,1,Activity:1,,0,GCK 激活,high,描述命中激活类措辞：「Allosteric activation of recombinant wild-type human pancreatic glucokinase expre…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,972472,CHEMBL2412842,Allosteric activation of recombinant wild-type human pancreatic glucokinase expressed in Escherichia coli K-12 assessed as reduction in lag of transient-state enzyme progress curve at 25 to 100 uM by spectrophotometry in absence of glucose,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,584998,CHEMBL2406951,2013,ACS Med Chem Lett,24294411,10.1021/ml400061x,Small-Molecule Allosteric Activation of Human Glucokinase in the Absence of Glucose.,,0,,0,3,0,3,Activity:3,,0,GCK 激活,high,描述命中激活类措辞：「Allosteric activation of recombinant wild-type human pancreatic glucokinase expre…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,972473,CHEMBL2412843,Binding affinity to recombinant wild-type human pancreatic glucokinase expressed in Escherichia coli K-12 by isothermal titration calorimetry in presence of 200 mM glucose,B,Binding,,,BAO_0000019,assay format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,584995,CHEMBL2406951,2013,ACS Med Chem Lett,24294411,10.1021/ml400061x,Small-Molecule Allosteric Activation of Human Glucokinase in the Absence of Glucose.,,0,,0,1,1,1,Kd:1,,0,GCK 结合,high,描述命中结合类措辞：「Binding affinity to recombinant wild-type human pancreatic glucokinase expre…」；standard_type 与描述一致（Kd:1→结合）,FALSE,rule,,,,,,,GCK 结合,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,974047,CHEMBL2410525,Activation of human recombinant glucokinase assessed as ratio of the enzyme velocity at maximum compound concentration to the enzyme Km in the absence of compound,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,585629,CHEMBL2407069,2013,Bioorg Med Chem Lett,23831135,10.1016/j.bmcl.2013.06.036,Pyrimidone-based series of glucokinase activators with alternative donor-acceptor motif.,,0,,0,28,0,28,Ratio:28,,0,GCK 激活,high,描述命中激活类措辞：「Activation of human recombinant glucokinase assessed as ratio of the e…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,974048,CHEMBL2410526,Activation of human recombinant glucokinase assessed as ratio of the glucokinase Km at maximum compound concentration to the enzyme Km in the absence of compound,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,585627,CHEMBL2407069,2013,Bioorg Med Chem Lett,23831135,10.1016/j.bmcl.2013.06.036,Pyrimidone-based series of glucokinase activators with alternative donor-acceptor motif.,,0,,0,28,0,28,Ratio:28,,0,GCK 激活,high,描述命中激活类措辞：「Activation of human recombinant glucokinase assessed as ratio of the g…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,974049,CHEMBL2410527,Activation of human recombinant glucokinase by matrix assay in presence of glucose,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,585622,CHEMBL2407069,2013,Bioorg Med Chem Lett,23831135,10.1016/j.bmcl.2013.06.036,Pyrimidone-based series of glucokinase activators with alternative donor-acceptor motif.,,0,,0,29,28,29,EC50:29,,0,GCK 激活,high,描述命中激活类措辞：「Activation of human recombinant glucokinase by matrix assay in presenc…」；standard_type 与描述一致（EC50:29→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,984797,CHEMBL2432299,Activation of human glucokinase assessed as glucose concentration at enzyme's half-maximal phosphorylation rate at 50 uM,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,597173,CHEMBL2429745,2013,J Med Chem,24015910,10.1021/jm401116k,Identification of a new class of glucokinase activators through structure-based design.,,0,,0,18,0,18,Activity:18,,0,GCK 激活,high,描述命中激活类措辞：「Activation of human glucokinase assessed as glucose concentration at e…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,984798,CHEMBL2432300,Activity of human glucokinase at 50 uM,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,597172,CHEMBL2429745,2013,J Med Chem,24015910,10.1021/jm401116k,Identification of a new class of glucokinase activators through structure-based design.,,0,,0,18,0,18,Vmax:18,,0,无法判断,low,描述无方向措辞，standard_type 也全为方向中性（Vmax:18）,TRUE,rule,无法判断,low,Activity of human glucokinase at 50 uM,描述仅提及在50 uM某种条件下的人葡萄糖激酶活性，未说明该条件是指化合物还是底物，也未提及测量的是激活、抑制或结合，因此无法归类。,TRUE,,无法判断,low,manual_review_required,TRUE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,984799,CHEMBL2432301,Allosteric activation of human glucokinase using glucose as substrate measured every 10 secs for 5 mins,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,597165,CHEMBL2429745,2013,J Med Chem,24015910,10.1021/jm401116k,Identification of a new class of glucokinase activators through structure-based design.,,0,,0,18,18,18,EC50:18,,0,GCK 激活,high,描述命中激活类措辞：「Allosteric activation of human glucokinase using glucose as substrate measured ev…」；standard_type 与描述一致（EC50:18→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1279812,CHEMBL3095513,Activation of recombinant human glucokinase assessed as increase in enzyme Vmax for glucose by G6PDH/NADP coupled assay relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,610213,CHEMBL3091348,2013,Bioorg Med Chem Lett,24239482,10.1016/j.bmcl.2013.10.057,Discovery of an intravenous hepatoselective glucokinase activator for the treatment of inpatient hyperglycemia.,,0,,0,5,0,5,FC:5,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human glucokinase assessed as increase in en…」；standard_type 与描述一致（FC:5→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1279813,CHEMBL3095514,Activation of recombinant human glucokinase assessed as decrease in enzyme Km for glucose by G6PDH/NADP coupled assay relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,610212,CHEMBL3091348,2013,Bioorg Med Chem Lett,24239482,10.1016/j.bmcl.2013.10.057,Discovery of an intravenous hepatoselective glucokinase activator for the treatment of inpatient hyperglycemia.,,0,,0,5,0,5,FC:5,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human glucokinase assessed as decrease in en…」；standard_type 与描述一致（FC:5→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1279814,CHEMBL3095515,Activation of recombinant human glucokinase by G6PDH/NADP coupled assay,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,610211,CHEMBL3091348,2013,Bioorg Med Chem Lett,24239482,10.1016/j.bmcl.2013.10.057,Discovery of an intravenous hepatoselective glucokinase activator for the treatment of inpatient hyperglycemia.,,0,,0,6,5,6,EC50:6,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human glucokinase by G6PDH/NADP coupled assa…」；standard_type 与描述一致（EC50:6→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1291044,CHEMBL3119606,Binding affinity to biotinylated GK (unknown origin) by SPR analysis,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,620361,CHEMBL3112561,2014,J Med Chem,24405213,10.1021/jm4016747,Small molecule disruptors of the glucokinase-glucokinase regulatory protein interaction: 2. Leveraging structure-based drug design to identify analogues with improved pharmacokinetic profiles.,,0,,0,1,0,1,Activity:1,,0,GCK 结合,high,描述命中结合类措辞：「Binding affinity to biotinylated GK (unknown origin) by SPR analysis」,FALSE,rule,,,,,,,GCK 结合,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1291251,CHEMBL3117036,Inhibition of fluorescein-labeled human GK interaction with biotin-labeled human GKRP incubated for 20 mins prior to addition of fluorescein-labeled GK measured after 2 to 4 hrs by Alpha Screen assay,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,620308,CHEMBL3112561,2014,J Med Chem,24405213,10.1021/jm4016747,Small molecule disruptors of the glucokinase-glucokinase regulatory protein interaction: 2. Leveraging structure-based drug design to identify analogues with improved pharmacokinetic profiles.,,0,,0,30,30,30,IC50:30,,0,GCK 抑制,medium,描述命中抑制类措辞：「Inhibition of fluorescein-labeled human GK interaction with biotin-lab…」；描述提及 GKRP 但未构成明确的相互作用表述，需人工确认；standard_type 与描述一致（IC50:30→抑制）,TRUE,rule,GCK–GKRP 相互作用,high,Inhibition of fluorescein-labeled human GK interaction with biotin-labeled human GKRP,实验直接测量荧光标记GK与生物素标记GKRP之间的相互作用被化合物抑制的情况，属于GCK–GKRP相互作用检测。,TRUE,,GCK–GKRP 相互作用,high,llm,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1296096,CHEMBL3131525,Activation of human glucokinase,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,629078,CHEMBL3124752,2014,J Med Chem,24405172,10.1021/jm4016735,Small molecule disruptors of the glucokinase-glucokinase regulatory protein interaction: 1. Discovery of a novel tool compound for in vivo proof-of-concept.,,0,,0,2,0,2,EC50:2,,0,GCK 激活,high,描述命中激活类措辞：「Activation of human glucokinase」；standard_type 与描述一致（EC50:2→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1297748,CHEMBL3131380,Activation of glucokinase (unknown origin) using glucose as substrate,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,630182,CHEMBL3124776,2014,Eur J Med Chem,24583379,10.1016/j.ejmech.2014.02.024,Discovery of novel urea derivatives as dual-target hypoglycemic agents that activate glucokinase and PPARγ.,,0,,0,2,2,2,EC50:2,,0,GCK 激活,high,描述命中激活类措辞：「Activation of glucokinase (unknown origin) using glucose as substrate」；standard_type 与描述一致（EC50:2→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1297749,CHEMBL3131381,Activation of glucokinase (unknown origin) using glucose as substrate at 10 uM relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,630177,CHEMBL3124776,2014,Eur J Med Chem,24583379,10.1016/j.ejmech.2014.02.024,Discovery of novel urea derivatives as dual-target hypoglycemic agents that activate glucokinase and PPARγ.,,0,,0,44,0,44,FC:44,,0,GCK 激活,high,描述命中激活类措辞：「Activation of glucokinase (unknown origin) using glucose as substrate…」；standard_type 与描述一致（FC:44→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1327807,CHEMBL3223666,Activation of recombinant human glucokinase assessed as formation of glucose-6-phosphate by G6PDH/NADP coupled assay,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,638447,CHEMBL3217627,2011,Medchemcomm,,10.1039/C1MD00116G,"Designing glucokinase activators with reduced hypoglycemia risk: discovery of N,N-dimethyl-5-(2-methyl-6-((5-methylpyrazin-2-yl)-carbamoyl)benzofuran-4-yloxy)pyrimidine-2-carboxamide as a clinical candidate for the treatment of type 2 diabetes mellitus",,0,,0,32,27,32,EC50:32,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human glucokinase assessed as formation of g…」；standard_type 与描述一致（EC50:32→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1328161,CHEMBL3226993,Activity at glucokinase (unknown origin),B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,635039,CHEMBL3217683,2013,Medchemcomm,,10.1039/C3MD20367K,Matched triplicate design sets in the optimisation of glucokinase activators  maximising medicinal chemistry information content,,0,,0,27,27,27,EC50:27,,0,GCK 激活,medium,描述无方向措辞，依据实测 standard_type 推断（EC50:27→激活）,TRUE,rule,无法判断,high,Activity at glucokinase (unknown origin),实验描述过于简略，仅提及对葡萄糖激酶的活性，未指明激活或抑制，且assay_type标记为B但实测standard_type均为EC50，存在不一致，无法可靠判断测量内容。,TRUE,,GCK 激活,low,manual_review_required,TRUE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1328163,CHEMBL3226995,Activation of glucokinase (unknown origin),B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,635297,CHEMBL3217445,2013,Medchemcomm,,10.1039/C3MD20368A,Optimising pharmacokinetics of glucokinase activators with matched triplicate design sets  the discovery of AZD3651 and AZD9485,,0,,0,38,37,36,EC50:38,,0,GCK 激活,high,描述命中激活类措辞：「Activation of glucokinase (unknown origin)」；standard_type 与描述一致（EC50:38→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1328429,CHEMBL3223676,Inhibition of recombinant human pancreatic glucokinase by G-6-P dehydrogenase assay,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,636181,CHEMBL3217639,2012,Medchemcomm,,10.1039/C2MD20077E,Property based optimisation of glucokinase activators  discovery of the phase IIb clinical candidate AZD1656,,0,,0,17,17,17,EC50:17,,0,GCK 抑制,low,描述命中抑制类措辞：「Inhibition of recombinant human pancreatic glucokinase by G-6-P dehydr…」；⚠ 描述判定为「GCK 抑制」，但实测 standard_type 指向其他方向（EC50:17→激活）,TRUE,rule,GCK 抑制,high,Inhibition of recombinant human pancreatic glucokinase by G-6-P dehydrogenase assay,实验描述直接使用“Inhibition of ... glucokinase”，明确指向抑制活性检测。尽管实测参数为EC50，但抑制实验中也常使用EC50表示半数有效抑制浓度，描述措辞是可靠依据。,TRUE,,GCK 抑制,high,llm,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1329169,CHEMBL3225185,Activation of recombinant human His6-tagged glucokinase by G6PDH-coupled spectrophotometry,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,637679,CHEMBL3217569,2011,Medchemcomm,,10.1039/C1MD00002K,N-(5-substituted thiazol-2-yl)-2-aryl-3-(tetrahydro-2H-pyran-4-yl) propanamides as glucokinase activators,,0,,0,23,20,23,EC50:23,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human His6-tagged glucokinase by G6PDH-coupl…」；standard_type 与描述一致（EC50:23→激活）,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
20095,CHEMBL3820,Hexokinase-4,SINGLE PROTEIN,1329170,CHEMBL3225186,Activation of recombinant human His6-tagged glucokinase by G6PDH-coupled spectrophotometry relative to control,B,Binding,,,BAO_0000357,single protein format,Homo sapiens,9606,,,,,,,,,9,Direct single protein target assigned,D,Direct protein target assigned,1,LITERATURE,637685,CHEMBL3217569,2011,Medchemcomm,,10.1039/C1MD00002K,N-(5-substituted thiazol-2-yl)-2-aryl-3-(tetrahydro-2H-pyran-4-yl) propanamides as glucokinase activators,,0,,0,22,0,22,max activation:22,,0,GCK 激活,high,描述命中激活类措辞：「Activation of recombinant human His6-tagged glucokinase by G6PDH-coupl…」,FALSE,rule,,,,,,,GCK 激活,high,rule,FALSE
